City,Area_Code,Population,Unemployment_Rate,Police_Stations,Time,Victim_Age,Victim_Gender,Weapon_Used,Past_Crime_Rate,Crime_Occurred
Patna,34,18744,12.33,4,Evening,22,Female,Gun,88,1
Delhi,42,165828,17.77,11,Morning,23,Female,None,12,0
Bangalore,21,71596,5.42,6,Night,18,Female,Gun,60,1
Patna,22,166218,11.57,4,Night,64,Male,Knife,88,1
Jaipur,4,129640,14.48,9,Morning,36,Male,Gun,40,1
Bangalore,18,65032,7.42,9,Morning,23,Male,Rod,73,0
Kolkata,5,52687,8.07,3,Afternoon,43,Male,Rod,17,0
Jaipur,19,187175,16.21,7,Afternoon,45,Female,None,43,0
Patna,2,163048,8.47,5,Night,47,Male,None,85,1
Delhi,12,72863,12.0,9,Evening,26,Female,Rod,10,0
Patna,17,141663,16.23,2,Night,35,Male,Gun,23,1
Bangalore,10,16277,5.36,3,Afternoon,65,Male,Gun,29,0
Bangalore,34,71860,17.71,10,Night,31,Female,None,7,0
Chennai,6,143332,13.23,5,Afternoon,40,Male,Knife,57,1
Delhi,8,34741,9.94,5,Afternoon,60,Male,Gun,32,0
Bhopal,11,129720,8.89,10,Evening,24,Male,Rod,30,0
Jaipur,12,47211,17.27,7,Evening,66,Male,Knife,51,1
Mumbai,9,182614,5.29,8,Afternoon,54,Female,Knife,12,0
Delhi,2,16869,6.99,8,Morning,64,Male,Gun,61,1
Mumbai,8,97616,6.92,1,Evening,55,Female,Knife,59,1
Delhi,11,104515,6.62,1,Afternoon,55,Female,None,83,1
Delhi,36,160494,9.5,3,Morning,18,Male,Knife,5,0
Patna,10,176685,17.83,1,Morning,31,Male,None,44,1
Delhi,21,198088,16.22,1,Night,27,Female,Gun,27,1
Chennai,20,70110,7.25,10,Night,30,Female,Knife,58,0
Bhopal,48,44033,8.77,8,Evening,68,Male,Rod,46,0
Bangalore,8,55213,12.71,1,Morning,19,Male,Rod,84,1
Hyderabad,36,22938,2.27,9,Evening,38,Female,None,54,0
Mumbai,29,140842,15.12,2,Afternoon,42,Male,None,8,0
Bangalore,42,12274,16.08,9,Evening,54,Male,Gun,12,0
Hyderabad,12,94390,15.72,7,Morning,58,Female,Knife,40,0
Bhopal,14,172887,8.0,9,Night,52,Male,None,14,0
Bhopal,48,160033,9.39,3,Evening,28,Female,None,34,0
Mumbai,21,30044,2.2,1,Night,58,Male,Gun,20,0
Mumbai,22,109372,8.39,1,Evening,52,Female,Knife,34,0
Bhopal,21,163047,9.37,11,Afternoon,55,Female,Knife,68,0
Hyderabad,44,24706,16.51,10,Morning,36,Female,None,78,1
Delhi,30,147046,16.3,6,Evening,44,Female,Knife,15,0
Jaipur,39,86464,17.46,7,Afternoon,44,Female,Knife,38,1
Kolkata,20,31213,16.16,9,Afternoon,64,Male,Knife,84,1
Bangalore,24,11950,2.13,6,Afternoon,26,Male,Rod,59,0
Patna,23,20411,12.26,5,Night,66,Female,Knife,87,1
Bangalore,7,138603,3.09,2,Night,65,Female,Rod,8,0
Patna,9,187228,6.36,2,Afternoon,43,Female,Knife,53,0
Hyderabad,1,72744,11.25,8,Afternoon,25,Female,Knife,48,0
Patna,26,158843,13.21,1,Evening,20,Female,Knife,35,1
Mumbai,38,45053,12.47,8,Evening,40,Male,None,52,0
Jaipur,38,193148,2.78,11,Morning,48,Female,None,30,0
Jaipur,44,148117,3.66,10,Evening,32,Male,Rod,74,0
Mumbai,22,67623,4.06,11,Morning,64,Female,Knife,16,0
Chennai,44,39714,3.46,7,Morning,48,Female,Rod,49,0
Hyderabad,10,175458,4.85,7,Morning,40,Male,Knife,12,0
Chennai,6,119283,13.02,5,Night,48,Female,Gun,13,0
Chennai,17,18562,15.29,3,Evening,69,Female,Rod,5,0
Bangalore,38,65048,8.54,7,Afternoon,24,Male,None,9,0
Bhopal,24,103295,13.08,7,Morning,42,Male,Gun,75,1
Bangalore,10,22026,5.2,7,Afternoon,40,Female,None,86,0
Bhopal,8,116147,17.57,11,Morning,19,Male,Gun,58,1
Kolkata,21,41589,7.6,2,Evening,24,Female,Gun,28,0
Patna,6,118199,15.53,3,Morning,61,Male,Gun,30,1
Bhopal,21,107274,17.13,3,Evening,30,Female,Rod,14,0
Mumbai,39,36844,15.84,4,Afternoon,31,Male,Rod,65,1
Bangalore,24,164519,3.07,9,Evening,31,Female,None,44,0
Hyderabad,33,100415,12.4,10,Afternoon,28,Male,Rod,48,0
Patna,18,64708,3.92,1,Evening,29,Male,None,16,0
Kolkata,28,80825,2.09,7,Morning,37,Female,Knife,26,0
Bhopal,32,61574,2.83,7,Morning,36,Female,None,31,0
Kolkata,12,95548,16.66,11,Evening,24,Female,None,71,1
Hyderabad,48,159884,16.54,4,Afternoon,56,Male,Rod,86,1
Chennai,42,196381,5.61,11,Afternoon,68,Female,None,73,0
Jaipur,27,74230,10.75,1,Afternoon,19,Female,Rod,18,0
Hyderabad,10,182700,17.28,3,Evening,25,Male,None,29,0
Lucknow,46,50581,9.95,5,Evening,50,Male,Knife,56,1
Hyderabad,42,187700,8.3,2,Evening,68,Female,Rod,89,1
Kolkata,32,35105,9.73,7,Evening,24,Female,Rod,63,1
Mumbai,42,89830,14.64,10,Afternoon,66,Male,Knife,42,0
Bangalore,26,79157,9.64,10,Afternoon,63,Male,Rod,24,0
Mumbai,25,173514,14.53,7,Night,31,Female,None,82,1
Kolkata,11,97235,8.91,10,Evening,64,Male,Gun,24,0
Bangalore,23,12347,6.03,5,Night,33,Male,Rod,60,0
Lucknow,34,57650,7.22,10,Evening,25,Female,Gun,34,0
Jaipur,40,158182,3.25,6,Night,36,Female,None,45,0
Patna,23,145995,9.96,1,Afternoon,66,Female,Knife,88,1
Kolkata,29,192873,4.37,4,Afternoon,69,Male,Rod,75,0
Bhopal,31,134926,14.98,4,Night,30,Female,Gun,67,1
Kolkata,7,91147,8.73,11,Morning,30,Male,Knife,73,0
Kolkata,40,58135,14.24,8,Evening,26,Male,Knife,33,0
Bangalore,33,29199,17.27,2,Night,55,Male,Rod,83,1
Delhi,21,150138,15.59,1,Night,69,Male,Gun,93,1
Hyderabad,2,111583,17.22,7,Morning,63,Female,Rod,81,1
Delhi,18,193208,11.09,6,Afternoon,57,Male,None,48,0
Lucknow,47,102290,4.65,5,Night,56,Female,Knife,92,1
Bhopal,33,177647,16.97,8,Afternoon,62,Male,Gun,83,1
Jaipur,37,130787,15.9,11,Evening,69,Male,Rod,92,1
Chennai,34,187805,15.83,2,Morning,52,Female,Knife,94,1
Lucknow,20,124427,13.09,2,Afternoon,35,Female,Rod,87,1
Chennai,35,158063,12.0,9,Night,49,Female,Gun,61,1
Chennai,18,163625,2.24,1,Morning,37,Female,None,28,0
Jaipur,46,97493,13.97,6,Morning,63,Female,None,23,0
Mumbai,24,141706,3.46,3,Morning,33,Female,None,21,0
Delhi,8,22771,6.16,5,Morning,31,Male,Rod,73,0
Kolkata,30,135607,10.82,8,Morning,20,Female,Knife,65,1
Patna,44,159370,9.23,7,Evening,16,Male,None,8,0
Chennai,10,89876,2.25,4,Evening,34,Male,None,26,0
Bhopal,23,177071,15.18,8,Morning,25,Female,None,78,1
Lucknow,49,69648,16.06,11,Night,36,Male,None,89,1
Mumbai,11,85783,12.91,11,Night,28,Male,Gun,93,1
Chennai,2,54440,10.66,10,Evening,39,Female,Gun,10,0
Mumbai,26,41655,17.37,11,Afternoon,38,Female,Knife,34,0
Mumbai,36,53039,3.92,2,Morning,38,Male,Gun,79,1
Chennai,33,65255,13.81,7,Night,26,Female,Gun,15,0
Bangalore,47,82219,4.05,5,Evening,62,Female,Gun,52,1
Hyderabad,13,196061,8.11,11,Evening,17,Male,Rod,50,0
Bhopal,40,21244,11.37,6,Afternoon,21,Female,Gun,31,0
Kolkata,25,104594,13.79,3,Afternoon,68,Female,Rod,23,0
Kolkata,4,68595,2.06,11,Night,26,Female,Rod,90,0
Bhopal,42,180623,6.17,10,Afternoon,30,Male,Gun,63,1
Bangalore,19,113898,10.61,7,Afternoon,24,Male,Rod,72,1
Kolkata,18,38371,10.53,7,Morning,27,Female,None,58,0
Mumbai,37,169950,12.2,2,Evening,51,Female,Knife,87,1
Jaipur,30,177229,6.86,1,Evening,43,Female,Gun,21,0
Lucknow,19,15914,10.65,10,Afternoon,38,Male,Gun,54,1
Delhi,23,37180,5.04,2,Evening,42,Male,Knife,44,0
Kolkata,16,144760,4.99,8,Evening,39,Female,Gun,91,1
Bhopal,1,90219,11.23,11,Night,29,Female,Gun,15,0
Jaipur,12,88616,12.97,10,Evening,69,Male,Knife,18,0
Chennai,24,150988,3.93,3,Afternoon,50,Female,Rod,17,0
Hyderabad,34,197435,3.96,11,Night,42,Female,None,92,0
Bhopal,8,105213,11.04,4,Evening,36,Male,Rod,84,1
Mumbai,18,168432,6.32,8,Evening,64,Female,None,32,0
Hyderabad,48,47805,8.28,3,Night,28,Female,Knife,48,1
Lucknow,5,154525,8.41,6,Night,23,Male,Rod,67,1
Lucknow,26,136599,4.86,2,Evening,59,Female,Rod,65,0
Bangalore,30,163775,2.02,3,Morning,59,Male,None,21,0
Patna,13,84176,15.65,1,Morning,59,Male,None,54,1
Bangalore,19,104799,13.44,9,Evening,49,Male,None,30,0
Jaipur,29,108385,13.05,4,Evening,57,Female,None,11,0
Hyderabad,3,98919,10.74,6,Night,38,Female,Gun,83,1
Patna,26,148482,13.22,7,Night,24,Female,Knife,20,0
Chennai,40,91462,16.97,2,Evening,16,Female,None,89,1
Mumbai,12,189340,12.65,8,Evening,51,Male,Rod,21,0
Hyderabad,2,175320,6.24,9,Evening,61,Male,Rod,94,1
Bangalore,11,41159,11.13,10,Evening,31,Male,Rod,39,0
Delhi,44,52039,9.08,11,Morning,40,Female,None,88,0
Patna,28,57800,10.9,2,Night,33,Male,Knife,88,1
Patna,18,50761,10.28,5,Afternoon,49,Male,Gun,27,0
Mumbai,13,104626,15.74,2,Evening,53,Female,None,73,1
Kolkata,37,128368,12.43,11,Evening,18,Female,None,13,0
Lucknow,22,184735,5.02,5,Evening,35,Male,Gun,91,1
Lucknow,12,90903,3.01,7,Afternoon,34,Female,Knife,22,0
Delhi,2,181484,8.79,6,Night,28,Female,None,79,1
Jaipur,37,128998,2.25,4,Night,32,Female,Rod,52,0
Jaipur,7,176439,7.09,2,Evening,29,Male,Rod,76,1
Chennai,26,146885,7.89,7,Evening,45,Male,None,70,0
Hyderabad,26,69894,8.01,10,Night,37,Male,Knife,27,0
Bhopal,24,61444,17.67,9,Afternoon,58,Male,Rod,89,1
Kolkata,12,175341,6.86,1,Evening,63,Male,Rod,14,0
Bangalore,16,71748,6.24,3,Afternoon,58,Male,Gun,42,0
Bhopal,23,51190,4.07,7,Afternoon,44,Male,Knife,63,0
Bhopal,40,50318,10.18,9,Night,65,Male,None,72,1
Patna,9,178090,4.46,5,Evening,17,Female,Gun,89,1
Delhi,32,134078,11.86,7,Morning,68,Female,Gun,47,1
Lucknow,15,49759,4.48,10,Night,23,Male,Gun,16,0
Chennai,37,26498,11.23,7,Night,29,Female,Knife,57,1
Jaipur,13,35989,15.22,4,Morning,49,Female,Knife,18,0
Delhi,5,166640,2.68,5,Evening,28,Male,Knife,56,0
Patna,11,127035,8.72,2,Afternoon,25,Male,None,88,1
Bangalore,10,76577,9.38,8,Afternoon,23,Male,Knife,76,1
Chennai,13,115231,14.66,1,Afternoon,22,Female,Gun,65,1
Patna,41,171171,9.49,2,Evening,28,Female,Rod,45,0
Lucknow,46,99900,11.08,3,Night,41,Male,None,25,0
Lucknow,15,181711,14.66,7,Night,47,Male,None,52,1
Lucknow,42,114679,10.96,6,Night,34,Female,None,60,0
Delhi,7,33482,7.73,7,Night,30,Male,Gun,39,0
Delhi,40,79212,3.37,11,Night,69,Male,Knife,48,0
Jaipur,28,196333,13.68,5,Morning,17,Female,Gun,43,1
Jaipur,32,40048,15.94,4,Afternoon,69,Female,Rod,19,0
Bangalore,35,144137,17.52,7,Afternoon,52,Male,Knife,16,0
Chennai,15,143108,16.83,3,Evening,34,Female,Rod,12,0
Mumbai,48,45814,14.76,10,Morning,48,Female,None,71,1
Mumbai,36,157996,12.3,7,Night,54,Male,None,5,0
Patna,21,139493,14.5,2,Night,65,Male,Gun,84,1
Lucknow,6,70204,8.91,8,Night,48,Male,Knife,46,0
Chennai,1,42844,11.52,6,Morning,16,Male,None,35,0
Bhopal,4,91943,7.58,3,Evening,54,Male,Gun,78,1
Delhi,11,31518,7.23,3,Morning,43,Male,Rod,34,0
Hyderabad,44,158131,14.11,5,Evening,32,Male,Gun,47,1
Kolkata,26,33052,9.26,3,Afternoon,21,Female,Knife,30,0
Bangalore,37,79803,5.39,6,Evening,67,Male,Knife,16,0
Lucknow,23,81524,5.23,2,Afternoon,59,Female,Knife,63,1
Lucknow,29,99572,15.75,8,Evening,35,Male,None,73,1
Lucknow,21,149752,12.84,11,Afternoon,62,Male,Gun,77,1
Delhi,48,77021,10.74,11,Afternoon,28,Male,Rod,15,0
Delhi,45,30043,8.42,9,Night,27,Male,Knife,51,0
Kolkata,45,12419,8.89,7,Evening,45,Male,Gun,27,0
Bhopal,49,197964,2.92,3,Night,36,Male,None,85,1
Chennai,27,131831,9.28,11,Afternoon,17,Female,Rod,47,0
Lucknow,39,111799,14.73,10,Night,68,Male,Rod,81,1
Mumbai,40,158212,8.21,4,Morning,33,Male,Rod,85,1
Jaipur,13,184556,8.14,10,Night,43,Male,None,91,1
Mumbai,23,186282,2.25,2,Evening,19,Female,Knife,43,0
Patna,16,67600,9.33,9,Night,57,Female,None,77,1
Mumbai,30,126467,2.41,5,Morning,58,Male,Rod,86,0
Patna,4,88497,11.13,2,Night,68,Male,Gun,59,1
Hyderabad,40,118611,10.11,10,Afternoon,21,Male,Rod,22,0
Jaipur,16,147559,15.44,6,Afternoon,53,Male,Gun,46,1
Mumbai,31,70692,11.31,7,Afternoon,24,Male,None,30,0
Hyderabad,42,72112,7.17,2,Evening,35,Female,None,22,0
Bangalore,25,172182,10.26,1,Night,60,Male,None,89,1
Chennai,44,26360,13.2,7,Afternoon,45,Female,Gun,45,1
Hyderabad,12,190482,3.5,1,Night,52,Female,None,46,0
Chennai,26,93038,11.94,3,Morning,53,Male,Knife,37,0
Mumbai,37,13017,16.67,4,Morning,19,Female,Rod,47,1
Bhopal,48,96261,6.79,2,Evening,53,Male,Knife,18,0
Hyderabad,33,192021,12.03,7,Night,65,Female,Gun,59,1
Jaipur,28,199340,15.14,5,Morning,28,Male,None,62,1
Mumbai,9,76320,10.19,1,Evening,50,Male,Rod,14,0
Lucknow,12,41127,13.49,8,Evening,45,Male,None,32,0
Delhi,5,144268,6.98,10,Afternoon,57,Male,None,18,0
Hyderabad,28,85088,6.9,7,Morning,19,Female,Rod,87,1
Jaipur,35,182372,12.68,4,Night,40,Female,Rod,30,0
Bangalore,5,190786,13.29,2,Morning,46,Female,Knife,78,1
Lucknow,34,41921,16.99,7,Morning,62,Male,Knife,21,0
Bangalore,46,14746,5.6,11,Night,27,Male,Knife,38,0
Mumbai,34,78535,9.49,2,Night,30,Female,Knife,18,0
Delhi,13,75350,6.01,6,Afternoon,68,Male,Knife,30,0
Hyderabad,39,191417,3.28,1,Evening,41,Male,Gun,38,0
Hyderabad,42,190292,8.45,7,Night,25,Female,Gun,87,1
Bhopal,45,91131,7.99,7,Night,27,Male,None,28,0
Bhopal,48,32063,6.33,4,Morning,37,Female,None,74,0
Mumbai,14,127116,6.75,4,Night,55,Male,Knife,24,0
Mumbai,11,98913,7.77,10,Night,68,Male,None,43,0
Delhi,42,88946,17.82,5,Morning,36,Female,Gun,49,1
Bhopal,38,187043,14.53,2,Morning,50,Female,Gun,38,1
Jaipur,4,144670,3.14,9,Morning,22,Female,None,26,0
Jaipur,33,20564,15.96,10,Afternoon,33,Female,Knife,75,1
Delhi,7,59725,12.13,4,Evening,42,Female,Gun,37,1
Jaipur,41,96134,16.25,11,Night,50,Male,Rod,10,0
Patna,8,115940,7.47,9,Morning,62,Female,Rod,20,0
Chennai,37,72085,9.43,3,Morning,17,Male,None,76,1
Delhi,10,27862,16.34,9,Evening,47,Male,Knife,27,0
Delhi,43,20265,6.36,1,Afternoon,30,Female,None,22,0
Kolkata,15,150777,16.65,7,Night,60,Female,Knife,18,0
Lucknow,38,196351,15.26,4,Afternoon,39,Male,Knife,54,1
Lucknow,15,72471,17.69,7,Afternoon,35,Female,Rod,65,1
Patna,5,101080,7.19,10,Afternoon,25,Female,Gun,40,0
Bhopal,29,65828,5.77,6,Morning,39,Male,Gun,19,0
Mumbai,19,126884,7.29,4,Evening,39,Male,None,9,0
Mumbai,10,118007,17.27,4,Evening,39,Female,None,57,1
Bangalore,12,56104,7.33,8,Evening,55,Male,Knife,52,0
Patna,4,50934,11.04,7,Afternoon,63,Male,Gun,83,1
Delhi,31,124420,8.46,4,Night,63,Male,Knife,15,0
Patna,18,16050,8.34,11,Afternoon,49,Male,Rod,6,0
Patna,16,185024,5.09,6,Evening,56,Male,Rod,91,1
Patna,40,18484,10.59,6,Morning,55,Male,Knife,28,0
Lucknow,36,72648,15.59,1,Afternoon,26,Male,Knife,86,1
Patna,25,69945,2.79,2,Morning,41,Male,Knife,72,1
Chennai,23,194750,16.23,4,Evening,16,Male,Knife,83,1
Mumbai,12,41323,12.65,6,Afternoon,45,Male,Knife,16,0
Bangalore,34,96332,11.87,6,Morning,68,Female,Rod,63,1
Chennai,36,104605,12.01,1,Afternoon,58,Female,Rod,71,1
Bangalore,37,176433,6.74,8,Evening,33,Female,Rod,36,0
Kolkata,3,20315,8.64,2,Night,41,Male,None,40,0
Bangalore,9,57968,14.79,5,Evening,68,Male,Rod,25,0
Mumbai,18,167591,6.9,4,Night,62,Male,Gun,74,1
Mumbai,43,19107,9.52,5,Night,24,Male,Gun,70,1
Patna,35,65781,2.31,5,Evening,24,Male,Knife,13,0
Hyderabad,34,13869,13.74,10,Morning,16,Female,Rod,80,1
Kolkata,41,90983,8.68,8,Afternoon,22,Male,Knife,48,0
Delhi,14,168442,10.41,10,Afternoon,59,Female,Knife,63,1
Jaipur,4,17971,3.84,7,Afternoon,57,Female,Gun,28,0
Bangalore,29,106805,17.87,9,Night,66,Female,Gun,67,1
Hyderabad,41,35651,6.84,11,Night,31,Male,Knife,82,1
Patna,45,66974,12.16,1,Evening,53,Female,Gun,45,1
Lucknow,15,33446,11.3,6,Morning,26,Male,Knife,80,1
Delhi,28,179180,14.56,6,Evening,66,Male,Knife,78,1
Bhopal,42,13823,6.7,2,Evening,40,Female,Knife,6,0
Hyderabad,16,154526,14.09,11,Morning,44,Female,None,32,0
Lucknow,12,145004,8.12,8,Night,34,Female,Gun,20,0
Kolkata,5,151292,8.58,6,Evening,33,Male,Gun,63,1
Patna,34,77965,12.76,11,Evening,62,Male,Rod,5,0
Delhi,42,169280,14.55,10,Night,44,Female,Gun,90,1
Delhi,1,20510,12.67,9,Afternoon,31,Male,Rod,5,0
Delhi,39,185117,16.4,10,Morning,61,Male,Knife,35,0
Kolkata,32,151609,6.56,5,Morning,55,Male,None,26,0
Bangalore,26,115935,16.41,7,Afternoon,23,Female,Knife,80,1
Bhopal,17,79134,4.09,6,Morning,49,Female,Knife,63,0
Kolkata,48,82254,12.55,11,Afternoon,21,Female,Knife,91,1
Jaipur,27,154854,10.76,5,Evening,60,Male,Rod,32,0
Bhopal,24,124780,9.91,6,Morning,60,Female,None,80,1
Mumbai,35,135544,6.97,4,Morning,68,Male,Knife,31,0
Patna,46,75587,10.06,3,Evening,45,Male,Rod,91,1
Kolkata,42,92238,4.59,1,Night,59,Male,Knife,5,0
Lucknow,39,85720,7.91,1,Night,49,Male,None,6,0
Bhopal,26,88004,3.58,6,Evening,36,Female,Knife,70,0
Jaipur,49,32072,11.15,9,Morning,67,Female,Knife,53,0
Mumbai,38,91015,3.53,8,Morning,27,Male,Gun,93,1
Bangalore,23,82746,4.57,2,Morning,64,Female,Rod,23,0
Lucknow,22,186774,3.37,9,Afternoon,21,Female,None,32,0
Bhopal,4,112260,8.1,8,Night,54,Female,Rod,74,1
Patna,49,147129,15.47,9,Morning,21,Female,Gun,43,1
Lucknow,9,138259,16.51,4,Night,68,Female,Knife,23,1
Mumbai,4,40916,3.15,9,Night,19,Female,None,68,0
Lucknow,7,37268,12.15,2,Morning,68,Female,None,62,1
Chennai,23,185050,12.95,1,Evening,24,Female,Rod,21,0
Hyderabad,2,33259,10.54,9,Evening,20,Female,Knife,74,1
Bangalore,49,194655,12.67,10,Night,25,Female,Gun,83,1
Mumbai,24,89400,5.74,8,Afternoon,62,Female,Knife,90,1
Lucknow,40,44293,9.83,7,Night,23,Male,Rod,45,0
Hyderabad,31,121581,8.25,8,Night,38,Male,None,9,0
Hyderabad,47,17043,3.44,1,Evening,19,Female,None,27,0
Lucknow,31,191502,12.01,9,Morning,52,Female,Knife,73,1
Patna,47,117009,9.92,10,Morning,22,Female,Knife,14,0
Chennai,40,48893,6.4,11,Afternoon,21,Female,Knife,72,0
Kolkata,48,181714,9.58,9,Evening,60,Male,Knife,16,0
Chennai,43,171940,14.4,11,Evening,66,Male,Gun,14,0
Lucknow,34,36309,14.83,9,Night,57,Female,Gun,64,1
Bangalore,24,33284,12.39,6,Evening,30,Male,Gun,34,1
Kolkata,49,136801,9.48,4,Night,50,Female,Gun,28,1
Mumbai,26,123259,11.21,2,Afternoon,65,Male,Rod,73,1
Chennai,16,110804,8.16,11,Evening,47,Female,None,17,0
Lucknow,47,79000,4.02,4,Evening,29,Male,None,13,0
Chennai,13,94179,8.17,7,Night,50,Male,Rod,22,0
Kolkata,15,75049,10.49,1,Evening,26,Male,Rod,39,0
Jaipur,27,39265,11.58,9,Morning,25,Female,Gun,92,1
Bhopal,4,33880,16.97,3,Afternoon,32,Male,Knife,8,0
Chennai,16,94579,14.44,4,Morning,28,Female,None,45,0
Mumbai,30,141327,4.43,5,Night,49,Male,Rod,30,0
Mumbai,44,142574,4.79,3,Night,60,Male,Knife,48,0
Delhi,30,75424,3.61,4,Night,66,Female,Gun,46,0
Chennai,36,80966,13.81,5,Afternoon,20,Female,Rod,14,0
Bhopal,3,182438,13.3,1,Evening,63,Female,None,77,1
Patna,22,168497,17.78,9,Morning,25,Male,None,5,0
Hyderabad,49,193400,10.35,10,Evening,47,Female,None,58,0
Bhopal,22,77396,15.22,10,Night,27,Female,Rod,20,0
Hyderabad,49,81694,11.22,4,Evening,67,Female,None,50,0
Hyderabad,12,146878,15.99,9,Afternoon,28,Male,Gun,17,0
Jaipur,21,27106,13.54,4,Night,36,Female,None,68,1
Delhi,4,66731,12.29,1,Evening,63,Female,Gun,82,1
Bhopal,31,85010,11.04,5,Morning,69,Male,None,91,1
Bhopal,44,42599,13.57,9,Night,68,Female,Gun,59,1
Jaipur,31,81326,8.71,3,Night,48,Male,Rod,67,1
Chennai,23,85706,3.55,5,Afternoon,69,Female,Gun,22,0
Chennai,20,19004,2.64,3,Afternoon,56,Female,Rod,65,0
Chennai,15,125018,9.66,3,Morning,63,Female,Knife,24,0
Bangalore,23,192436,11.59,1,Evening,66,Female,Gun,69,1
Hyderabad,28,35792,3.26,2,Evening,62,Male,Rod,68,0
Bangalore,16,64645,6.59,2,Night,65,Male,Knife,80,1
Delhi,37,17232,7.15,9,Night,69,Male,None,68,0
Jaipur,21,64766,11.0,7,Evening,47,Male,Knife,17,0
Bhopal,15,130601,6.46,8,Evening,27,Male,Gun,72,1
Hyderabad,17,91588,3.53,2,Evening,61,Male,Knife,93,1
Bangalore,37,189614,4.64,9,Night,50,Female,None,74,0
Bangalore,13,15913,4.78,3,Afternoon,51,Female,Knife,61,0
Lucknow,19,122406,15.48,10,Afternoon,53,Female,Gun,49,1
Bangalore,30,123693,6.55,2,Morning,63,Male,Gun,90,1
Patna,45,103449,13.44,1,Evening,43,Female,Rod,42,1
Bhopal,18,20567,11.09,9,Evening,28,Male,None,58,0
Patna,14,48379,17.63,8,Evening,27,Male,None,40,0
Bhopal,36,10319,6.37,11,Morning,37,Female,Knife,71,0
Jaipur,36,100005,4.53,4,Evening,59,Female,None,83,1
Bhopal,20,120990,2.83,7,Afternoon,17,Male,Gun,15,0
Patna,19,14791,5.86,3,Evening,44,Male,Knife,31,0
Bhopal,45,141401,12.95,3,Morning,28,Male,Rod,91,1
Jaipur,44,71032,3.36,4,Night,50,Female,Knife,21,0
Jaipur,7,185150,5.92,2,Night,28,Male,Knife,91,1
Delhi,44,98662,15.68,10,Afternoon,49,Male,Rod,89,1
Bhopal,4,31300,11.33,4,Afternoon,34,Female,Knife,37,0
Lucknow,34,85700,3.11,10,Afternoon,24,Male,None,9,0
Chennai,2,192017,2.76,3,Night,67,Female,Knife,85,1
Mumbai,5,65609,2.98,8,Evening,46,Male,Knife,66,0
Jaipur,10,100045,17.07,11,Morning,48,Female,Knife,69,1
Kolkata,32,71901,15.6,2,Morning,42,Male,Gun,75,1
Chennai,42,15703,15.52,11,Evening,60,Female,Gun,71,1
Hyderabad,41,73115,16.79,9,Night,17,Male,None,94,1
Bhopal,13,37676,10.08,3,Night,30,Male,Rod,84,1
Patna,39,131332,5.96,4,Morning,34,Female,Gun,84,1
Mumbai,5,186512,8.42,10,Afternoon,46,Female,Gun,48,0
Kolkata,10,177995,13.5,10,Afternoon,31,Male,None,18,0
Chennai,10,39802,16.02,3,Morning,58,Male,None,94,1
Bhopal,38,100331,8.96,3,Morning,30,Male,Rod,61,0
Delhi,27,134786,10.57,8,Evening,21,Male,Knife,52,0
Hyderabad,21,75169,16.91,8,Evening,29,Male,Knife,21,0
Mumbai,8,78147,3.72,6,Evening,42,Male,Rod,48,0
Lucknow,1,32075,15.8,4,Evening,53,Male,Rod,8,0
Delhi,28,92015,4.55,1,Evening,34,Female,Rod,85,1
Kolkata,49,19304,9.74,4,Evening,52,Male,None,34,0
Mumbai,39,139851,5.49,8,Afternoon,58,Female,Knife,89,1
Delhi,14,130729,11.65,6,Morning,19,Male,Rod,85,1
Hyderabad,21,69622,10.94,2,Night,41,Male,Rod,79,1
Lucknow,30,64215,8.08,3,Evening,24,Female,Knife,59,1
Delhi,21,83973,15.81,7,Afternoon,56,Male,Knife,34,0
Bangalore,49,118654,12.56,11,Morning,64,Female,None,22,0
Lucknow,9,153593,13.54,11,Morning,55,Male,Gun,88,1
Kolkata,17,34028,4.41,4,Morning,30,Male,Gun,77,1
Hyderabad,5,49328,16.13,4,Evening,56,Male,None,48,1
Bhopal,31,37301,4.67,5,Evening,52,Male,None,66,0
Patna,40,48015,5.56,8,Night,19,Female,Knife,35,0
Patna,38,46845,4.05,7,Evening,41,Female,None,20,0
Patna,43,96818,9.05,9,Morning,67,Female,None,81,0
Mumbai,19,86394,16.2,5,Morning,33,Male,Rod,27,0
Kolkata,36,185231,6.04,1,Afternoon,56,Female,None,18,0
Hyderabad,33,53714,7.98,4,Afternoon,68,Male,None,6,0
Lucknow,13,90722,15.54,6,Night,50,Female,Rod,16,0
Mumbai,14,35230,11.89,6,Afternoon,69,Male,Knife,62,1
Kolkata,33,102554,14.03,9,Night,56,Female,Knife,60,1
Bhopal,29,59262,5.42,10,Afternoon,56,Female,None,28,0
Bangalore,43,51722,13.46,5,Morning,44,Female,None,41,0
Hyderabad,49,187431,5.64,5,Evening,68,Female,Gun,33,0
Patna,36,72796,17.8,6,Evening,39,Male,Rod,46,1
Delhi,44,181231,10.96,11,Night,19,Female,Gun,22,0
Hyderabad,10,97052,13.13,6,Evening,36,Female,None,7,0
Jaipur,31,110808,3.89,3,Evening,54,Female,Gun,81,1
Kolkata,6,146311,6.01,6,Afternoon,22,Female,Gun,17,0
Chennai,1,101951,4.24,8,Morning,38,Male,Knife,33,0
Bhopal,7,60886,8.24,6,Evening,55,Male,Rod,70,1
Bangalore,27,113424,6.55,11,Morning,36,Male,Knife,63,0
