City,Age,Monthly_Income,Education_Level,Employment_Type,Digital_Usage_Hours,Household_Size,Area_Type,Govt_Scheme_Usage,Citizen_Segment
Mumbai,42,125787,Secondary,Private,3.39,1,Rural,3,0
Mumbai,43,119427,Graduate,Government,1.41,6,Semi-Urban,2,1
Hyderabad,43,92493,Graduate,Self-Employed,2.85,7,Rural,3,0
Bangalore,63,136706,Postgraduate,Private,3.09,1,Urban,3,1
Hyderabad,45,17771,Postgraduate,Unemployed,9.79,6,Urban,1,1
Lucknow,66,130607,Primary,Government,6.91,7,Rural,2,1
Delhi,35,84876,Postgraduate,Government,9.35,3,Rural,2,1
Kolkata,49,64648,Primary,Government,8.43,7,Urban,2,1
Bangalore,20,80783,Primary,Unemployed,6.0,1,Rural,4,0
Ahmedabad,19,49440,Secondary,Private,6.92,7,Rural,0,0
Lucknow,50,36655,Secondary,Self-Employed,6.44,5,Rural,4,0
Ahmedabad,59,48039,Graduate,Government,6.83,6,Semi-Urban,2,1
Mumbai,36,60255,Secondary,Unemployed,3.02,1,Semi-Urban,1,0
Mumbai,34,77219,Primary,Private,4.38,1,Semi-Urban,3,0
Hyderabad,61,16244,Postgraduate,Private,6.13,2,Rural,3,0
Delhi,50,99594,Secondary,Self-Employed,0.84,5,Urban,4,0
Bangalore,29,63595,Secondary,Government,5.09,5,Rural,4,0
Pune,66,108898,Secondary,Unemployed,8.67,2,Rural,1,1
Lucknow,20,33371,Secondary,Private,5.18,7,Semi-Urban,3,0
Lucknow,60,10914,Primary,Unemployed,5.75,6,Urban,4,0
Hyderabad,66,32180,Primary,Private,2.42,4,Semi-Urban,0,0
Mumbai,43,139760,Graduate,Government,8.05,3,Urban,4,1
Hyderabad,52,85219,Postgraduate,Government,3.91,5,Rural,4,1
Kolkata,25,83616,Graduate,Self-Employed,9.59,4,Rural,2,1
Bangalore,69,145988,Graduate,Private,9.94,6,Rural,0,1
Delhi,53,100213,Secondary,Unemployed,9.2,3,Urban,0,1
Jaipur,24,42805,Postgraduate,Private,1.31,5,Semi-Urban,1,0
Chennai,63,149525,Secondary,Unemployed,3.67,1,Semi-Urban,2,0
Chennai,63,131599,Primary,Self-Employed,9.48,5,Semi-Urban,0,1
Hyderabad,53,79176,Graduate,Private,8.14,3,Urban,2,1
Kolkata,33,99799,Postgraduate,Government,9.16,7,Urban,2,1
Bangalore,41,103385,Primary,Unemployed,5.94,4,Rural,3,0
Pune,18,93919,Graduate,Government,5.06,7,Semi-Urban,0,1
Chennai,66,143482,Postgraduate,Self-Employed,1.51,1,Urban,3,1
Bangalore,42,86462,Graduate,Self-Employed,8.47,3,Semi-Urban,4,1
Delhi,27,36159,Postgraduate,Unemployed,7.58,6,Semi-Urban,4,0
Ahmedabad,33,47039,Graduate,Private,1.06,7,Urban,3,0
Kolkata,33,52800,Secondary,Government,2.49,3,Urban,4,0
Mumbai,25,45761,Graduate,Government,5.79,5,Rural,3,1
Bangalore,46,99626,Graduate,Unemployed,7.0,6,Rural,1,1
Delhi,56,123368,Postgraduate,Unemployed,1.81,2,Rural,2,0
Pune,45,85903,Postgraduate,Unemployed,2.83,2,Semi-Urban,1,0
Jaipur,23,123998,Secondary,Self-Employed,2.33,7,Semi-Urban,0,0
Mumbai,33,141885,Postgraduate,Self-Employed,2.59,1,Rural,1,1
Jaipur,37,64894,Graduate,Government,9.25,3,Semi-Urban,1,1
Pune,33,56444,Postgraduate,Private,7.3,4,Semi-Urban,4,1
Delhi,24,66748,Postgraduate,Unemployed,7.5,1,Semi-Urban,3,1
Chennai,58,46190,Postgraduate,Self-Employed,8.04,6,Semi-Urban,0,1
Jaipur,31,45318,Secondary,Private,3.89,7,Urban,4,0
Mumbai,60,129078,Secondary,Unemployed,7.79,1,Urban,0,1
Hyderabad,43,44759,Primary,Private,9.79,7,Rural,2,0
Lucknow,43,21498,Secondary,Unemployed,7.13,5,Rural,3,0
Bangalore,31,30989,Secondary,Private,4.46,6,Semi-Urban,4,0
Chennai,24,122035,Secondary,Government,7.31,4,Semi-Urban,1,1
Jaipur,50,71577,Graduate,Unemployed,9.06,3,Urban,2,1
Ahmedabad,43,110231,Primary,Unemployed,1.72,6,Semi-Urban,1,0
Bangalore,62,94900,Graduate,Government,3.02,3,Semi-Urban,0,1
Hyderabad,37,109679,Secondary,Unemployed,9.23,3,Rural,2,1
Pune,20,28482,Secondary,Unemployed,9.49,1,Semi-Urban,4,0
Lucknow,69,74212,Primary,Self-Employed,5.1,5,Urban,1,0
Delhi,21,35048,Primary,Government,4.06,1,Semi-Urban,1,0
Hyderabad,43,139137,Postgraduate,Self-Employed,3.19,2,Semi-Urban,0,1
Hyderabad,28,138108,Secondary,Government,5.24,2,Semi-Urban,0,1
Pune,19,40814,Secondary,Private,9.38,3,Semi-Urban,3,1
Kolkata,31,134493,Graduate,Government,1.92,5,Semi-Urban,3,1
Pune,61,65204,Postgraduate,Government,4.49,6,Urban,0,1
Kolkata,47,37844,Secondary,Self-Employed,9.16,3,Rural,3,0
Kolkata,66,86943,Graduate,Unemployed,3.82,6,Semi-Urban,1,0
Chennai,29,26518,Primary,Government,7.8,3,Rural,0,0
Chennai,43,28052,Graduate,Unemployed,4.2,1,Rural,2,0
Mumbai,61,74803,Secondary,Government,8.15,3,Urban,0,1
Jaipur,50,76524,Graduate,Self-Employed,9.82,3,Rural,4,1
Jaipur,30,94572,Graduate,Government,4.18,5,Semi-Urban,4,1
Delhi,31,144752,Postgraduate,Private,8.53,5,Semi-Urban,0,1
Jaipur,41,72021,Postgraduate,Government,9.89,7,Semi-Urban,2,1
Chennai,51,25043,Primary,Government,9.85,6,Semi-Urban,0,1
Mumbai,61,7419,Postgraduate,Unemployed,4.62,5,Urban,2,0
Mumbai,43,126831,Graduate,Unemployed,5.11,3,Rural,1,0
Kolkata,38,106799,Postgraduate,Private,3.38,5,Urban,1,1
Pune,45,62600,Secondary,Government,3.48,5,Rural,2,0
Delhi,65,121467,Graduate,Unemployed,5.18,4,Urban,3,0
Kolkata,53,83497,Graduate,Government,2.4,4,Urban,1,1
Pune,57,113611,Graduate,Self-Employed,7.26,2,Urban,4,1
Jaipur,19,142559,Secondary,Self-Employed,5.59,1,Semi-Urban,0,1
Kolkata,59,65692,Graduate,Private,9.03,7,Semi-Urban,3,1
Bangalore,26,67112,Postgraduate,Self-Employed,8.2,7,Urban,4,1
Jaipur,40,21360,Secondary,Unemployed,3.56,1,Rural,0,0
Pune,32,88038,Graduate,Unemployed,5.31,5,Rural,4,0
Delhi,30,8017,Postgraduate,Private,7.63,2,Semi-Urban,3,1
Pune,40,91261,Postgraduate,Government,2.34,2,Urban,2,1
Kolkata,34,71320,Primary,Unemployed,0.8,6,Semi-Urban,0,0
Kolkata,65,36127,Postgraduate,Self-Employed,8.6,7,Semi-Urban,4,1
Hyderabad,19,139268,Postgraduate,Unemployed,1.81,4,Semi-Urban,4,0
Delhi,37,80088,Primary,Private,8.95,2,Urban,3,1
Ahmedabad,37,36921,Primary,Self-Employed,9.18,3,Urban,3,0
Jaipur,63,9746,Secondary,Self-Employed,4.88,6,Semi-Urban,3,0
Mumbai,20,73535,Postgraduate,Self-Employed,8.16,7,Urban,2,1
Delhi,29,70350,Secondary,Private,3.95,5,Rural,1,0
Mumbai,57,86131,Secondary,Private,8.65,3,Rural,4,1
Delhi,19,27063,Graduate,Government,8.33,1,Semi-Urban,2,1
Delhi,53,122116,Secondary,Government,1.25,7,Rural,4,0
Pune,31,93913,Secondary,Government,6.03,4,Semi-Urban,2,1
Delhi,33,83946,Secondary,Private,6.58,3,Semi-Urban,0,1
Hyderabad,36,139670,Secondary,Self-Employed,0.51,5,Semi-Urban,1,0
Ahmedabad,51,15564,Primary,Self-Employed,9.81,3,Urban,4,0
Kolkata,61,54725,Postgraduate,Unemployed,4.36,3,Urban,3,0
Lucknow,63,91134,Graduate,Government,5.41,2,Urban,1,1
Mumbai,23,110940,Primary,Self-Employed,2.35,4,Urban,4,0
Kolkata,30,67085,Graduate,Self-Employed,6.3,1,Semi-Urban,0,1
Lucknow,53,22862,Graduate,Self-Employed,8.2,5,Urban,4,1
Ahmedabad,39,15265,Primary,Self-Employed,6.07,6,Rural,4,0
Ahmedabad,35,145777,Secondary,Private,7.99,6,Rural,4,1
Mumbai,29,67471,Primary,Government,7.45,5,Urban,1,1
Mumbai,69,96080,Graduate,Self-Employed,2.76,1,Rural,4,0
Ahmedabad,47,60828,Graduate,Self-Employed,4.64,5,Rural,3,0
Lucknow,68,121884,Secondary,Self-Employed,1.91,2,Urban,2,0
Delhi,57,113007,Primary,Self-Employed,0.9,6,Semi-Urban,3,0
Jaipur,24,51104,Postgraduate,Unemployed,1.1,7,Semi-Urban,0,0
Bangalore,49,45934,Graduate,Self-Employed,9.45,6,Semi-Urban,1,1
Kolkata,65,119420,Primary,Self-Employed,9.85,7,Urban,2,1
Pune,36,11050,Secondary,Self-Employed,1.4,3,Semi-Urban,1,0
Kolkata,23,13484,Secondary,Unemployed,3.68,2,Semi-Urban,1,0
Pune,37,67648,Postgraduate,Private,1.59,6,Rural,4,0
Lucknow,44,64945,Graduate,Unemployed,8.43,2,Semi-Urban,3,0
Pune,60,36323,Postgraduate,Self-Employed,5.21,2,Urban,2,1
Mumbai,54,91332,Postgraduate,Private,6.4,1,Semi-Urban,4,1
Jaipur,65,99605,Postgraduate,Self-Employed,5.63,6,Rural,2,1
Jaipur,24,15315,Postgraduate,Private,7.25,7,Rural,3,1
Mumbai,22,52968,Secondary,Self-Employed,3.53,4,Rural,4,0
Hyderabad,28,14107,Graduate,Self-Employed,1.81,7,Rural,2,0
Lucknow,32,60781,Postgraduate,Private,0.67,1,Semi-Urban,4,0
Hyderabad,20,8869,Graduate,Private,4.73,1,Rural,1,0
Hyderabad,22,85983,Secondary,Self-Employed,9.12,2,Rural,0,1
Kolkata,40,12971,Secondary,Unemployed,3.4,4,Rural,2,0
Ahmedabad,54,101805,Primary,Unemployed,2.36,1,Semi-Urban,3,0
Kolkata,26,30651,Primary,Unemployed,9.3,4,Urban,2,0
Ahmedabad,32,61974,Graduate,Unemployed,1.5,6,Rural,0,0
Bangalore,20,28446,Primary,Private,0.99,2,Rural,2,0
Pune,46,8823,Postgraduate,Private,8.85,1,Rural,2,1
Ahmedabad,23,149526,Graduate,Unemployed,7.16,4,Semi-Urban,2,1
Mumbai,34,140004,Secondary,Government,4.51,5,Semi-Urban,3,1
Kolkata,43,146292,Secondary,Government,7.65,7,Rural,0,1
Lucknow,38,72965,Postgraduate,Government,7.54,1,Urban,0,1
Pune,25,15510,Primary,Self-Employed,0.88,1,Rural,3,0
Bangalore,38,146609,Graduate,Unemployed,6.92,1,Urban,2,1
Ahmedabad,28,110935,Graduate,Self-Employed,6.59,4,Urban,2,1
Bangalore,55,74134,Postgraduate,Private,9.66,3,Semi-Urban,0,1
Lucknow,25,77254,Primary,Private,9.68,6,Semi-Urban,2,1
Hyderabad,59,149854,Graduate,Government,4.09,7,Semi-Urban,1,1
Jaipur,41,119780,Postgraduate,Government,6.1,1,Urban,2,1
Lucknow,52,130544,Graduate,Private,1.84,5,Urban,2,1
Chennai,31,70587,Secondary,Government,1.13,5,Urban,4,0
Lucknow,31,87238,Graduate,Government,4.61,2,Semi-Urban,0,1
Bangalore,27,80720,Graduate,Private,7.05,3,Semi-Urban,0,1
Mumbai,29,83004,Graduate,Self-Employed,5.89,3,Semi-Urban,1,1
Kolkata,55,27072,Primary,Government,4.58,4,Rural,1,0
Mumbai,61,86015,Primary,Self-Employed,8.27,2,Urban,1,1
Bangalore,63,77746,Postgraduate,Government,8.05,7,Urban,0,1
Kolkata,51,107260,Primary,Unemployed,7.45,4,Rural,4,0
Chennai,58,142129,Graduate,Self-Employed,1.23,2,Urban,4,0
Jaipur,27,133259,Graduate,Self-Employed,8.07,6,Urban,3,1
Pune,34,35916,Primary,Government,9.23,3,Rural,0,1
Bangalore,34,32268,Primary,Self-Employed,1.06,7,Urban,3,0
Ahmedabad,20,28259,Graduate,Unemployed,4.32,6,Semi-Urban,2,0
Bangalore,48,84400,Graduate,Private,9.89,7,Rural,1,1
Bangalore,68,39293,Secondary,Unemployed,6.19,4,Urban,3,0
Kolkata,18,116581,Postgraduate,Private,5.38,2,Semi-Urban,3,1
Delhi,29,12043,Primary,Unemployed,2.19,3,Urban,0,0
Lucknow,56,112009,Postgraduate,Unemployed,5.87,3,Rural,1,1
Delhi,21,43893,Graduate,Self-Employed,4.67,7,Semi-Urban,1,0
Chennai,59,31309,Postgraduate,Unemployed,1.71,7,Urban,4,0
Ahmedabad,30,28284,Primary,Government,4.91,7,Rural,3,0
Jaipur,51,131801,Primary,Government,2.06,1,Urban,4,0
Hyderabad,59,118259,Postgraduate,Government,7.44,4,Urban,3,1
Chennai,38,105804,Primary,Government,9.75,1,Semi-Urban,0,1
Hyderabad,39,74000,Secondary,Self-Employed,4.96,7,Urban,0,1
Hyderabad,21,89179,Graduate,Government,6.51,7,Rural,2,1
Jaipur,35,70049,Graduate,Unemployed,4.59,3,Rural,3,0
Mumbai,22,34265,Primary,Government,1.82,4,Semi-Urban,3,0
Delhi,36,28880,Graduate,Self-Employed,9.72,4,Semi-Urban,1,1
Bangalore,19,89579,Secondary,Private,1.73,6,Urban,1,0
Pune,29,136327,Primary,Unemployed,1.56,5,Rural,4,0
Hyderabad,34,137574,Secondary,Unemployed,4.86,2,Semi-Urban,2,0
Ahmedabad,27,70424,Secondary,Self-Employed,6.76,5,Urban,0,1
Chennai,51,75966,Graduate,Private,3.87,5,Urban,3,0
Mumbai,23,72396,Graduate,Government,2.33,7,Rural,4,0
Hyderabad,25,76694,Postgraduate,Private,8.28,3,Rural,2,1
Mumbai,68,141878,Secondary,Unemployed,3.95,6,Urban,1,0
Mumbai,28,22106,Graduate,Unemployed,2.35,2,Rural,2,0
Hyderabad,29,61731,Secondary,Unemployed,3.97,7,Urban,4,0
Kolkata,26,80010,Postgraduate,Private,2.54,7,Urban,0,1
Lucknow,19,37599,Secondary,Government,5.43,5,Rural,1,0
Ahmedabad,25,76326,Primary,Unemployed,6.85,5,Semi-Urban,1,0
Bangalore,28,80706,Postgraduate,Self-Employed,8.1,4,Urban,0,1
Bangalore,53,14004,Postgraduate,Government,2.66,3,Rural,1,0
Ahmedabad,27,120018,Secondary,Unemployed,2.09,5,Urban,4,0
Kolkata,38,30792,Secondary,Government,0.69,2,Urban,1,0
Bangalore,37,59645,Graduate,Self-Employed,2.67,1,Urban,3,0
Mumbai,65,12232,Primary,Private,0.73,7,Rural,2,0
Jaipur,25,59766,Postgraduate,Unemployed,3.78,1,Rural,4,0
Chennai,53,125601,Postgraduate,Self-Employed,1.88,3,Rural,0,1
Delhi,46,86588,Postgraduate,Unemployed,6.01,1,Semi-Urban,4,0
Bangalore,59,10913,Graduate,Unemployed,4.15,4,Urban,3,0
Ahmedabad,29,117406,Primary,Private,1.39,4,Semi-Urban,1,0
Jaipur,31,118693,Postgraduate,Private,4.3,2,Urban,1,1
Hyderabad,65,98449,Postgraduate,Government,2.49,6,Rural,4,1
Lucknow,67,15567,Graduate,Self-Employed,6.96,3,Urban,1,1
Ahmedabad,38,43379,Secondary,Self-Employed,3.96,3,Urban,1,0
Mumbai,39,5319,Postgraduate,Private,1.9,7,Urban,3,0
Lucknow,38,95005,Primary,Unemployed,3.82,1,Semi-Urban,0,0
Chennai,61,115990,Primary,Government,2.63,5,Rural,2,0
Chennai,67,9791,Primary,Private,8.06,5,Rural,4,0
Kolkata,47,136401,Primary,Government,9.84,6,Urban,0,1
Pune,56,66032,Graduate,Government,0.74,7,Rural,2,0
Kolkata,37,93662,Postgraduate,Self-Employed,7.06,5,Semi-Urban,0,1
Jaipur,41,26300,Graduate,Government,3.01,6,Semi-Urban,4,0
Lucknow,40,80700,Primary,Self-Employed,1.13,7,Rural,3,0
Pune,24,60609,Primary,Unemployed,0.64,2,Semi-Urban,3,0
Hyderabad,26,95045,Primary,Unemployed,8.87,3,Semi-Urban,3,0
Mumbai,18,66901,Graduate,Private,3.86,1,Rural,0,0
Lucknow,43,10703,Primary,Unemployed,9.95,2,Rural,4,0
Kolkata,55,68115,Postgraduate,Self-Employed,4.7,4,Urban,1,1
Delhi,55,32676,Primary,Government,2.28,4,Urban,1,0
Pune,61,126332,Postgraduate,Government,7.88,4,Semi-Urban,3,1
Pune,39,34802,Postgraduate,Unemployed,9.3,6,Rural,0,1
Mumbai,61,95331,Primary,Self-Employed,8.25,6,Semi-Urban,1,1
Bangalore,27,129786,Graduate,Government,7.58,7,Rural,0,1
Chennai,23,70169,Secondary,Unemployed,3.68,3,Semi-Urban,4,0
Chennai,34,73147,Secondary,Self-Employed,1.11,4,Semi-Urban,3,0
Delhi,68,27075,Postgraduate,Self-Employed,2.41,6,Semi-Urban,2,0
Jaipur,67,87015,Graduate,Government,4.74,7,Urban,3,1
Jaipur,55,14304,Secondary,Private,9.58,6,Rural,2,0
Hyderabad,41,134851,Primary,Private,7.37,5,Semi-Urban,1,1
Lucknow,68,125729,Primary,Self-Employed,8.37,6,Urban,2,1
Ahmedabad,27,64622,Postgraduate,Self-Employed,3.13,4,Semi-Urban,0,1
Bangalore,25,59215,Graduate,Unemployed,7.0,2,Semi-Urban,2,0
Kolkata,38,78973,Graduate,Self-Employed,8.69,4,Rural,1,1
Ahmedabad,23,113654,Secondary,Unemployed,5.05,7,Semi-Urban,1,0
Ahmedabad,38,148593,Secondary,Unemployed,4.58,7,Rural,3,0
Pune,56,29028,Primary,Unemployed,7.33,7,Urban,1,0
Delhi,41,44328,Postgraduate,Self-Employed,5.82,5,Urban,0,1
Chennai,50,32301,Graduate,Self-Employed,9.94,4,Semi-Urban,2,1
Hyderabad,35,43015,Secondary,Unemployed,4.54,1,Urban,4,0
Jaipur,45,41845,Secondary,Government,2.17,5,Rural,1,0
Delhi,69,91818,Postgraduate,Self-Employed,4.98,3,Rural,2,1
Pune,49,81394,Postgraduate,Private,2.73,4,Urban,3,1
Kolkata,29,48714,Primary,Government,5.83,6,Rural,4,0
Hyderabad,65,85722,Postgraduate,Private,1.7,2,Rural,3,0
Pune,59,30230,Primary,Self-Employed,9.52,4,Semi-Urban,0,1
Chennai,44,97554,Primary,Government,8.67,2,Semi-Urban,3,1
Chennai,27,54262,Postgraduate,Self-Employed,1.98,7,Rural,2,0
Chennai,63,46722,Postgraduate,Self-Employed,2.14,7,Urban,4,0
Delhi,69,67796,Postgraduate,Government,5.37,1,Rural,3,1
Delhi,59,92052,Postgraduate,Self-Employed,7.84,3,Semi-Urban,3,1
Jaipur,49,105808,Postgraduate,Government,2.58,6,Urban,0,1
Jaipur,59,141311,Primary,Self-Employed,1.08,5,Rural,2,0
Kolkata,43,96951,Secondary,Unemployed,5.68,5,Urban,3,0
Hyderabad,42,55886,Graduate,Private,7.07,3,Urban,2,1
Mumbai,28,108424,Graduate,Unemployed,2.82,1,Urban,1,0
Mumbai,40,109697,Primary,Self-Employed,7.53,1,Rural,0,1
Pune,51,101299,Primary,Self-Employed,9.53,7,Semi-Urban,0,1
Chennai,69,19497,Secondary,Self-Employed,1.8,4,Urban,0,0
Hyderabad,57,137888,Postgraduate,Unemployed,5.35,1,Urban,2,1
Ahmedabad,40,123915,Primary,Self-Employed,1.04,4,Rural,3,0
Delhi,46,97019,Graduate,Government,2.46,2,Semi-Urban,3,0
Lucknow,48,114017,Postgraduate,Private,1.35,3,Semi-Urban,2,1
Bangalore,24,74385,Primary,Self-Employed,4.34,2,Rural,2,0
Kolkata,57,110153,Postgraduate,Self-Employed,8.3,2,Urban,1,1
Chennai,50,38826,Graduate,Private,5.98,2,Rural,4,0
Chennai,38,115034,Postgraduate,Private,2.61,2,Semi-Urban,4,1
Chennai,19,89242,Primary,Private,0.88,5,Urban,0,0
Delhi,35,128066,Primary,Unemployed,5.76,1,Urban,3,0
Delhi,64,55100,Graduate,Unemployed,1.76,3,Semi-Urban,0,0
Bangalore,50,130170,Secondary,Self-Employed,3.76,3,Urban,3,0
Ahmedabad,54,140431,Secondary,Private,5.35,6,Rural,3,0
Hyderabad,51,101205,Postgraduate,Self-Employed,9.09,2,Semi-Urban,1,1
Chennai,37,17809,Primary,Self-Employed,1.28,3,Semi-Urban,2,0
Mumbai,52,69450,Primary,Self-Employed,6.85,7,Urban,2,0
Jaipur,68,43428,Graduate,Unemployed,0.63,4,Semi-Urban,2,0
Mumbai,67,77790,Graduate,Private,6.48,3,Rural,4,0
Pune,35,116126,Primary,Self-Employed,5.74,7,Semi-Urban,2,0
Mumbai,63,95321,Graduate,Unemployed,8.21,2,Urban,4,1
Pune,41,7093,Secondary,Government,5.55,3,Semi-Urban,0,0
Lucknow,25,49498,Secondary,Government,3.85,1,Urban,4,0
Jaipur,47,121251,Postgraduate,Self-Employed,2.81,2,Urban,3,1
Mumbai,61,45985,Graduate,Self-Employed,1.31,5,Rural,1,0
Lucknow,27,37009,Postgraduate,Private,5.58,7,Semi-Urban,1,1
Kolkata,40,133515,Graduate,Private,8.94,1,Rural,3,1
Hyderabad,69,22718,Graduate,Self-Employed,5.39,3,Rural,0,0
Lucknow,66,21705,Secondary,Unemployed,7.52,5,Semi-Urban,1,0
Hyderabad,28,92618,Primary,Self-Employed,3.34,6,Rural,3,0
Mumbai,19,67598,Graduate,Private,4.76,1,Rural,1,0
Ahmedabad,43,82878,Graduate,Private,3.58,6,Urban,4,0
Lucknow,53,17239,Graduate,Unemployed,1.54,4,Rural,1,0
Jaipur,50,51622,Primary,Self-Employed,4.46,1,Semi-Urban,4,0
Mumbai,64,51665,Postgraduate,Private,7.76,5,Urban,4,1
Chennai,30,37274,Postgraduate,Self-Employed,4.25,6,Rural,1,0
Delhi,57,147491,Graduate,Private,6.68,4,Rural,1,1
Lucknow,42,113368,Graduate,Government,7.71,6,Semi-Urban,4,1
Jaipur,21,113563,Postgraduate,Government,3.57,3,Rural,1,1
Kolkata,59,141746,Postgraduate,Government,8.08,2,Semi-Urban,0,1
Chennai,36,98103,Secondary,Private,3.72,6,Rural,2,0
Kolkata,35,71446,Graduate,Unemployed,2.93,3,Rural,2,0
Mumbai,54,34072,Postgraduate,Government,2.61,2,Semi-Urban,3,0
Delhi,47,38717,Secondary,Private,2.4,2,Urban,2,0
Lucknow,36,122202,Primary,Self-Employed,7.5,5,Semi-Urban,0,1
Lucknow,40,127389,Graduate,Government,8.93,7,Urban,2,1
Ahmedabad,33,114525,Postgraduate,Unemployed,2.69,4,Urban,2,0
Ahmedabad,18,9646,Graduate,Unemployed,1.31,7,Semi-Urban,0,0
Mumbai,29,44713,Secondary,Unemployed,3.48,4,Semi-Urban,4,0
Mumbai,41,72936,Postgraduate,Self-Employed,6.75,1,Rural,2,1
Delhi,51,27185,Primary,Self-Employed,4.0,3,Rural,3,0
Ahmedabad,25,89263,Primary,Unemployed,5.72,5,Urban,2,0
Jaipur,35,57107,Secondary,Unemployed,7.57,6,Rural,2,0
Jaipur,65,22563,Primary,Unemployed,4.38,3,Semi-Urban,0,0
Delhi,22,75729,Primary,Self-Employed,10.0,6,Urban,0,1
Jaipur,43,20701,Primary,Self-Employed,3.33,7,Rural,3,0
Pune,47,133331,Primary,Private,9.79,6,Rural,1,1
Hyderabad,30,104280,Primary,Government,2.43,7,Semi-Urban,0,0
Delhi,36,43665,Primary,Self-Employed,1.55,7,Semi-Urban,1,0
Delhi,46,20957,Primary,Unemployed,7.63,6,Rural,3,0
Bangalore,20,51008,Postgraduate,Government,7.17,1,Urban,2,1
Chennai,43,66920,Primary,Self-Employed,8.21,7,Urban,2,1
Chennai,57,118828,Postgraduate,Government,3.76,1,Semi-Urban,1,1
Pune,29,128852,Graduate,Private,9.34,5,Semi-Urban,3,1
Ahmedabad,19,137698,Secondary,Self-Employed,1.64,1,Semi-Urban,3,0
Mumbai,28,95815,Primary,Unemployed,0.79,5,Rural,0,0
Mumbai,61,43311,Secondary,Unemployed,3.36,1,Rural,1,0
Kolkata,45,37356,Primary,Private,8.07,4,Semi-Urban,0,0
Pune,35,8809,Postgraduate,Private,6.89,5,Urban,1,1
Delhi,30,39875,Primary,Private,4.64,4,Semi-Urban,0,0
Pune,54,14465,Graduate,Private,2.93,7,Semi-Urban,0,0
Pune,39,78844,Secondary,Private,1.06,4,Urban,3,0
Pune,29,91889,Secondary,Self-Employed,3.71,5,Urban,3,0
Chennai,19,20250,Graduate,Self-Employed,4.87,3,Urban,2,0
Pune,54,51023,Postgraduate,Government,7.03,7,Urban,2,1
Hyderabad,24,106350,Postgraduate,Private,6.64,7,Rural,3,1
Mumbai,43,21427,Graduate,Unemployed,9.5,2,Rural,3,0
Kolkata,43,76643,Secondary,Unemployed,1.45,1,Semi-Urban,0,0
Hyderabad,41,139511,Primary,Private,3.7,6,Rural,2,0
Kolkata,29,83672,Postgraduate,Private,5.07,1,Semi-Urban,3,1
Bangalore,33,22300,Primary,Private,6.87,6,Semi-Urban,1,0
Kolkata,40,65289,Secondary,Private,5.21,3,Urban,1,1
Mumbai,57,24659,Primary,Private,9.17,2,Urban,2,1
Mumbai,26,15360,Graduate,Unemployed,6.28,3,Rural,1,0
Pune,49,26424,Postgraduate,Government,0.88,2,Rural,0,0
Lucknow,32,103035,Postgraduate,Private,1.58,5,Rural,2,0
Bangalore,54,53791,Graduate,Private,7.66,5,Rural,3,1
Delhi,30,139137,Graduate,Private,7.3,6,Urban,1,1
Jaipur,22,17300,Postgraduate,Self-Employed,1.96,4,Urban,0,0
Kolkata,28,38370,Postgraduate,Unemployed,1.06,4,Rural,3,0
Lucknow,27,32209,Postgraduate,Unemployed,6.0,6,Semi-Urban,4,0
Pune,69,25927,Secondary,Government,6.54,5,Urban,0,1
Chennai,30,39579,Secondary,Self-Employed,1.79,6,Urban,1,0
Delhi,58,14032,Secondary,Self-Employed,5.0,4,Urban,0,0
Ahmedabad,63,98254,Primary,Self-Employed,3.41,6,Urban,4,0
Lucknow,67,83413,Secondary,Government,9.35,5,Rural,4,1
Chennai,32,118528,Postgraduate,Government,2.58,3,Rural,0,1
Bangalore,59,128916,Secondary,Government,7.47,1,Semi-Urban,3,1
Pune,24,77302,Postgraduate,Self-Employed,5.42,5,Urban,3,1
Delhi,57,90757,Graduate,Unemployed,0.61,6,Rural,4,0
Delhi,45,20932,Primary,Self-Employed,5.41,5,Rural,2,0
Delhi,49,30714,Primary,Government,1.44,5,Urban,2,0
Bangalore,52,62803,Graduate,Self-Employed,6.76,4,Rural,3,1
Kolkata,32,138624,Postgraduate,Private,5.87,6,Rural,2,1
Ahmedabad,65,61627,Primary,Self-Employed,0.6,4,Rural,3,0
Bangalore,53,84810,Secondary,Self-Employed,2.44,6,Semi-Urban,1,0
Jaipur,38,50380,Postgraduate,Unemployed,7.87,4,Rural,3,0
Ahmedabad,23,69686,Primary,Unemployed,3.12,4,Urban,1,0
Mumbai,18,125321,Graduate,Unemployed,5.24,3,Urban,4,0
Pune,21,50028,Postgraduate,Private,3.46,5,Urban,2,1
Bangalore,28,118141,Primary,Unemployed,9.25,3,Rural,4,0
Chennai,61,60248,Graduate,Private,5.6,4,Semi-Urban,0,1
Ahmedabad,43,15523,Postgraduate,Government,7.11,3,Rural,0,1
Jaipur,54,50530,Secondary,Unemployed,1.29,7,Urban,4,0
Mumbai,40,18769,Postgraduate,Self-Employed,0.88,7,Semi-Urban,3,0
Kolkata,46,117035,Secondary,Self-Employed,2.96,5,Semi-Urban,3,0
Chennai,38,84782,Postgraduate,Private,3.44,5,Rural,2,1
Ahmedabad,65,83382,Graduate,Unemployed,7.03,4,Urban,4,0
Pune,62,115939,Secondary,Self-Employed,5.91,5,Rural,0,1
Chennai,62,149542,Secondary,Government,4.06,3,Urban,4,1
Mumbai,66,83712,Postgraduate,Unemployed,6.71,2,Semi-Urban,4,1
